Duration..in.seconds.,ResponseId,UserLanguage,Intro,animals,stress_number,response,not_conjunction,group_combined
350,R_2rp6JZMqWaVklEo,EN,2,cd,003,no animal,not_or,NOT_or
261,R_2gcgJrwplmAeKRU,EN,2,cd,003,no animal,not_or,NOT_or
208,R_7pzcebdRwthZ2u9,EN,2,cd,003,no animal,not_or,NOT_or
725,R_8imUim5uwjgIKDb,EN,2,cd,003,no animal,not_or,NOT_or
241,R_88Oi0uMzQSTiIDn,EN,2,cd,003,no animal,not_or,NOT_or
176,R_20eL2uCiIrJVMFv,EN,2,cd,003,no animal,not_or,NOT_or
191,R_30mXK5oBRsn4jYJ,EN,2,cd,003,no animal,not_or,NOT_or
215,R_2PAyOi11Jmp7KMV,EN,2,cd,003,no animal,not_or,NOT_or
248,R_2Kv9fac9EftO7rx,EN,2,cd,003,no animal,not_or,NOT_or
249,R_23gwsVQjIfsw8As,EN,2,cd,003,no animal,not_or,NOT_or
291,R_8YE8nsUHTduv3oO,EN,2,cd,003,no animal,not_or,NOT_or
225,R_8CHoZqVKZRPKJCc,EN,2,cd,003,no animal,not_or,NOT_or
162,R_2PE8qZ7SuasftPX,EN,2,cd,003,no animal,not_or,NOT_or
185,R_8o0YcX0CcRqwK1Z,EN,2,cd,003,no animal,not_or,NOT_or
215,R_8QFjEfrJXO0aSGR,EN,2,cd,003,no animal,not_or,NOT_or
566,R_20uXATnasWZhaXn,EN,2,cd,003,"animal 1, animal 2, no animal",not_or,NOT_or
221,R_84xa6p7gb4a7JpA,EN,2,cd,003,no animal,not_or,NOT_or
1598,R_8whf7RUi0jGz2KZ,EN,2,cd,003,no animal,not_or,NOT_or
257,R_85vwPWueXX5lc2k,EN,2,cd,003,no animal,not_or,NOT_or
195,R_2fdWQanX1pl1b4n,EN,2,cd,003,"animal 1, animal 2, no animal",not_or,NOT_or
183,R_8ezYVAzp64I4rIV,EN,2,cd,003,no animal,not_or,NOT_or
180,R_8lhqK7d1iKwmCnD,EN,2,cd,003,no animal,not_or,NOT_or
414,R_88lht4oeb59iqt3,EN,2,cd,003,no animal,not_or,NOT_or
247,R_8NU2JEGbHBi930Q,EN,2,cd,003,no animal,not_or,NOT_or
193,R_2KGBgVgLsm0N18o,EN,2,cd,003,no animal,not_or,NOT_or
198,R_8ikwkjYy1byvVPD,EN,2,cd,003,no animal,not_or,NOT_or
226,R_2Hvij4XhanxU8nX,EN,2,cd,003,no animal,not_or,NOT_or
251,R_8F20dS76Lo1wVbP,EN,2,cd,003,no animal,not_or,NOT_or
267,R_2hyl0d27Ev31kiX,EN,2,cd,003,no animal,not_or,NOT_or
280,R_8BsKvukZ1zdhGeZ,EN,2,cd,003,no animal,not_or,NOT_or
432,R_2erglBCyQFxUbPa,EN,2,cd,003,no animal,not_or,NOT_or
550,R_2GNgZkcD0YUfAly,EN,2,cd,003,no animal,not_or,NOT_or
212,R_21aurcddCGXhwRL,EN,2,cd,003,no animal,not_or,NOT_or
213,R_8VQ0WlNY0Cbyypr,EN,2,cd,003,no animal,not_or,NOT_or
324,R_2pb9bMCjdvUvfLl,EN,2,cd,003,no animal,not_or,NOT_or
484,R_2pJKulMu5ZsmNa9,EN,2,cd,003,no animal,not_or,NOT_or
366,R_83QfWH15ECtpHtn,EN,2,cd,003,no animal,not_or,NOT_or
185,R_8QMNAXJREvAIiKm,EN,2,cd,003,no animal,not_or,NOT_or
236,R_2dKSKVODQtY2Idf,EN,2,cd,003,no animal,not_or,NOT_or
202,R_8Hho7wZ8oBpTsfa,EN,2,cd,003,no animal,not_or,NOT_or
245,R_20dugN2iuMpKeIm,EN,2,cd,003,no animal,not_or,NOT_or
262,R_8QGE1rVBQQ8B1zb,EN,2,cd,003,no animal,not_or,NOT_or
254,R_2g5whwGbLXRQMAj,EN,2,cd,003,no animal,not_or,NOT_or
148,R_2pfODLecwOz59n8,EN,2,cd,003,no animal,not_or,NOT_or
281,R_8ksOgEe2JwPKVrz,EN,2,cd,003,"animal 1, animal 2, no animal",not_or,NOT_or
271,R_3rv9frRrx2rAQLH,EN,2,ed,101,no animal,not_or,not_OR
285,R_8r0VyWgHhTuCiTy,EN,2,ed,101,"animal 1, animal 2, no animal",not_or,not_OR
236,R_8PhV3Nn3G0NQ12y,EN,2,ed,101,no animal,not_or,not_OR
198,R_3Jf78X65eCrskU1,EN,2,ed,101,no animal,not_or,not_OR
153,R_8lzQSa6Jvtnw4YE,EN,2,ed,101,no animal,not_or,not_OR
350,R_2rp6JZMqWaVklEo,EN,2,ed,101,no animal,not_or,not_OR
261,R_2gcgJrwplmAeKRU,EN,2,ed,101,no animal,not_or,not_OR
208,R_7pzcebdRwthZ2u9,EN,2,ed,101,no animal,not_or,not_OR
725,R_8imUim5uwjgIKDb,EN,2,ed,101,no animal,not_or,not_OR
241,R_88Oi0uMzQSTiIDn,EN,2,ed,101,no animal,not_or,not_OR
176,R_20eL2uCiIrJVMFv,EN,2,ed,101,no animal,not_or,not_OR
191,R_30mXK5oBRsn4jYJ,EN,2,ed,101,no animal,not_or,not_OR
215,R_2PAyOi11Jmp7KMV,EN,2,ed,101,no animal,not_or,not_OR
248,R_2Kv9fac9EftO7rx,EN,2,ed,101,no animal,not_or,not_OR
249,R_23gwsVQjIfsw8As,EN,2,ed,101,no animal,not_or,not_OR
291,R_8YE8nsUHTduv3oO,EN,2,ed,101,no animal,not_or,not_OR
225,R_8CHoZqVKZRPKJCc,EN,2,ed,101,no animal,not_or,not_OR
162,R_2PE8qZ7SuasftPX,EN,2,ed,101,no animal,not_or,not_OR
185,R_8o0YcX0CcRqwK1Z,EN,2,ed,101,no animal,not_or,not_OR
215,R_8QFjEfrJXO0aSGR,EN,2,ed,101,no animal,not_or,not_OR
566,R_20uXATnasWZhaXn,EN,2,ed,101,no animal,not_or,not_OR
221,R_84xa6p7gb4a7JpA,EN,2,ed,101,no animal,not_or,not_OR
1598,R_8whf7RUi0jGz2KZ,EN,2,ed,101,no animal,not_or,not_OR
257,R_85vwPWueXX5lc2k,EN,2,ed,101,no animal,not_or,not_OR
195,R_2fdWQanX1pl1b4n,EN,2,ed,101,no animal,not_or,not_OR
183,R_8ezYVAzp64I4rIV,EN,2,ed,101,no animal,not_or,not_OR
180,R_8lhqK7d1iKwmCnD,EN,2,ed,101,no animal,not_or,not_OR
414,R_88lht4oeb59iqt3,EN,2,ed,101,no animal,not_or,not_OR
247,R_8NU2JEGbHBi930Q,EN,2,ed,101,no animal,not_or,not_OR
193,R_2KGBgVgLsm0N18o,EN,2,ed,101,no animal,not_or,not_OR
198,R_8ikwkjYy1byvVPD,EN,2,ed,101,no animal,not_or,not_OR
226,R_2Hvij4XhanxU8nX,EN,2,ed,101,no animal,not_or,not_OR
251,R_8F20dS76Lo1wVbP,EN,2,ed,101,no animal,not_or,not_OR
267,R_2hyl0d27Ev31kiX,EN,2,ed,101,no animal,not_or,not_OR
280,R_8BsKvukZ1zdhGeZ,EN,2,ed,101,no animal,not_or,not_OR
432,R_2erglBCyQFxUbPa,EN,2,ed,101,"animal 1, animal 2, no animal",not_or,not_OR
550,R_2GNgZkcD0YUfAly,EN,2,ed,101,no animal,not_or,not_OR
212,R_21aurcddCGXhwRL,EN,2,ed,101,no animal,not_or,not_OR
213,R_8VQ0WlNY0Cbyypr,EN,2,ed,101,no animal,not_or,not_OR
324,R_2pb9bMCjdvUvfLl,EN,2,ed,101,no animal,not_or,not_OR
484,R_2pJKulMu5ZsmNa9,EN,2,ed,101,no animal,not_or,not_OR
366,R_83QfWH15ECtpHtn,EN,2,ed,101,no animal,not_or,not_OR
185,R_8QMNAXJREvAIiKm,EN,2,ed,101,no animal,not_or,not_OR
236,R_2dKSKVODQtY2Idf,EN,2,ed,101,no animal,not_or,not_OR
202,R_8Hho7wZ8oBpTsfa,EN,2,ed,101,no animal,not_or,not_OR
245,R_20dugN2iuMpKeIm,EN,2,ed,101,no animal,not_or,not_OR
262,R_8QGE1rVBQQ8B1zb,EN,2,ed,101,no animal,not_or,not_OR
254,R_2g5whwGbLXRQMAj,EN,2,ed,101,no animal,not_or,not_OR
148,R_2pfODLecwOz59n8,EN,2,ed,101,no animal,not_or,not_OR
281,R_8ksOgEe2JwPKVrz,EN,2,ed,101,"animal 1, animal 2, no animal",not_or,not_OR
271,R_3rv9frRrx2rAQLH,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
285,R_8r0VyWgHhTuCiTy,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
236,R_8PhV3Nn3G0NQ12y,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
198,R_3Jf78X65eCrskU1,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
153,R_8lzQSa6Jvtnw4YE,EN,2,cb,101,no animal,not_and,not_AND
350,R_2rp6JZMqWaVklEo,EN,2,cb,101,no animal,not_and,not_AND
261,R_2gcgJrwplmAeKRU,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
208,R_7pzcebdRwthZ2u9,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
725,R_8imUim5uwjgIKDb,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
241,R_88Oi0uMzQSTiIDn,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
176,R_20eL2uCiIrJVMFv,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
191,R_30mXK5oBRsn4jYJ,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
215,R_2PAyOi11Jmp7KMV,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
248,R_2Kv9fac9EftO7rx,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
249,R_23gwsVQjIfsw8As,EN,2,cb,101,"animal 1, animal 2",not_and,not_AND
291,R_8YE8nsUHTduv3oO,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
225,R_8CHoZqVKZRPKJCc,EN,2,cb,101,no animal,not_and,not_AND
162,R_2PE8qZ7SuasftPX,EN,2,cb,101,no animal,not_and,not_AND
185,R_8o0YcX0CcRqwK1Z,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
215,R_8QFjEfrJXO0aSGR,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
566,R_20uXATnasWZhaXn,EN,2,cb,101,no animal,not_and,not_AND
221,R_84xa6p7gb4a7JpA,EN,2,cb,101,"animal 1, animal 2",not_and,not_AND
1598,R_8whf7RUi0jGz2KZ,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
257,R_85vwPWueXX5lc2k,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
195,R_2fdWQanX1pl1b4n,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
183,R_8ezYVAzp64I4rIV,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
180,R_8lhqK7d1iKwmCnD,EN,2,cb,101,no animal,not_and,not_AND
414,R_88lht4oeb59iqt3,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
247,R_8NU2JEGbHBi930Q,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
193,R_2KGBgVgLsm0N18o,EN,2,cb,101,no animal,not_and,not_AND
198,R_8ikwkjYy1byvVPD,EN,2,cb,101,no animal,not_and,not_AND
226,R_2Hvij4XhanxU8nX,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
251,R_8F20dS76Lo1wVbP,EN,2,cb,101,no animal,not_and,not_AND
267,R_2hyl0d27Ev31kiX,EN,2,cb,101,no animal,not_and,not_AND
280,R_8BsKvukZ1zdhGeZ,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
432,R_2erglBCyQFxUbPa,EN,2,cb,101,no animal,not_and,not_AND
550,R_2GNgZkcD0YUfAly,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
212,R_21aurcddCGXhwRL,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
213,R_8VQ0WlNY0Cbyypr,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
324,R_2pb9bMCjdvUvfLl,EN,2,cb,101,no animal,not_and,not_AND
484,R_2pJKulMu5ZsmNa9,EN,2,cb,101,"animal 1, animal 2",not_and,not_AND
366,R_83QfWH15ECtpHtn,EN,2,cb,101,no animal,not_and,not_AND
185,R_8QMNAXJREvAIiKm,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
236,R_2dKSKVODQtY2Idf,EN,2,cb,101,no animal,not_and,not_AND
202,R_8Hho7wZ8oBpTsfa,EN,2,cb,101,no animal,not_and,not_AND
245,R_20dugN2iuMpKeIm,EN,2,cb,101,"animal 1, animal 2",not_and,not_AND
262,R_8QGE1rVBQQ8B1zb,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
254,R_2g5whwGbLXRQMAj,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
148,R_2pfODLecwOz59n8,EN,2,cb,101,no animal,not_and,not_AND
281,R_8ksOgEe2JwPKVrz,EN,2,cb,101,"animal 1, animal 2, no animal",not_and,not_AND
271,R_3rv9frRrx2rAQLH,EN,2,cd,103,no animal,not_or,not_OR
285,R_8r0VyWgHhTuCiTy,EN,2,cd,103,"animal 1, animal 2, no animal",not_or,not_OR
236,R_8PhV3Nn3G0NQ12y,EN,2,cd,103,no animal,not_or,not_OR
198,R_3Jf78X65eCrskU1,EN,2,cd,103,no animal,not_or,not_OR
153,R_8lzQSa6Jvtnw4YE,EN,2,cd,103,no animal,not_or,not_OR
350,R_2rp6JZMqWaVklEo,EN,2,cd,103,no animal,not_or,not_OR
261,R_2gcgJrwplmAeKRU,EN,2,cd,103,no animal,not_or,not_OR
208,R_7pzcebdRwthZ2u9,EN,2,cd,103,no animal,not_or,not_OR
725,R_8imUim5uwjgIKDb,EN,2,cd,103,no animal,not_or,not_OR
241,R_88Oi0uMzQSTiIDn,EN,2,cd,103,no animal,not_or,not_OR
176,R_20eL2uCiIrJVMFv,EN,2,cd,103,no animal,not_or,not_OR
191,R_30mXK5oBRsn4jYJ,EN,2,cd,103,no animal,not_or,not_OR
215,R_2PAyOi11Jmp7KMV,EN,2,cd,103,no animal,not_or,not_OR
248,R_2Kv9fac9EftO7rx,EN,2,cd,103,no animal,not_or,not_OR
249,R_23gwsVQjIfsw8As,EN,2,cd,103,no animal,not_or,not_OR
291,R_8YE8nsUHTduv3oO,EN,2,cd,103,no animal,not_or,not_OR
225,R_8CHoZqVKZRPKJCc,EN,2,cd,103,no animal,not_or,not_OR
162,R_2PE8qZ7SuasftPX,EN,2,cd,103,no animal,not_or,not_OR
185,R_8o0YcX0CcRqwK1Z,EN,2,cd,103,no animal,not_or,not_OR
215,R_8QFjEfrJXO0aSGR,EN,2,cd,103,no animal,not_or,not_OR
566,R_20uXATnasWZhaXn,EN,2,cd,103,no animal,not_or,not_OR
221,R_84xa6p7gb4a7JpA,EN,2,cd,103,no animal,not_or,not_OR
1598,R_8whf7RUi0jGz2KZ,EN,2,cd,103,no animal,not_or,not_OR
257,R_85vwPWueXX5lc2k,EN,2,cd,103,no animal,not_or,not_OR
195,R_2fdWQanX1pl1b4n,EN,2,cd,103,no animal,not_or,not_OR
183,R_8ezYVAzp64I4rIV,EN,2,cd,103,no animal,not_or,not_OR
180,R_8lhqK7d1iKwmCnD,EN,2,cd,103,no animal,not_or,not_OR
414,R_88lht4oeb59iqt3,EN,2,cd,103,no animal,not_or,not_OR
247,R_8NU2JEGbHBi930Q,EN,2,cd,103,no animal,not_or,not_OR
193,R_2KGBgVgLsm0N18o,EN,2,cd,103,no animal,not_or,not_OR
198,R_8ikwkjYy1byvVPD,EN,2,cd,103,no animal,not_or,not_OR
226,R_2Hvij4XhanxU8nX,EN,2,cd,103,no animal,not_or,not_OR
251,R_8F20dS76Lo1wVbP,EN,2,cd,103,no animal,not_or,not_OR
267,R_2hyl0d27Ev31kiX,EN,2,cd,103,no animal,not_or,not_OR
280,R_8BsKvukZ1zdhGeZ,EN,2,cd,103,no animal,not_or,not_OR
432,R_2erglBCyQFxUbPa,EN,2,cd,103,"animal 1, animal 2, no animal",not_or,not_OR
550,R_2GNgZkcD0YUfAly,EN,2,cd,103,no animal,not_or,not_OR
212,R_21aurcddCGXhwRL,EN,2,cd,103,no animal,not_or,not_OR
213,R_8VQ0WlNY0Cbyypr,EN,2,cd,103,no animal,not_or,not_OR
324,R_2pb9bMCjdvUvfLl,EN,2,cd,103,no animal,not_or,not_OR
484,R_2pJKulMu5ZsmNa9,EN,2,cd,103,no animal,not_or,not_OR
366,R_83QfWH15ECtpHtn,EN,2,cd,103,no animal,not_or,not_OR
185,R_8QMNAXJREvAIiKm,EN,2,cd,103,no animal,not_or,not_OR
236,R_2dKSKVODQtY2Idf,EN,2,cd,103,no animal,not_or,not_OR
202,R_8Hho7wZ8oBpTsfa,EN,2,cd,103,no animal,not_or,not_OR
245,R_20dugN2iuMpKeIm,EN,2,cd,103,no animal,not_or,not_OR
262,R_8QGE1rVBQQ8B1zb,EN,2,cd,103,no animal,not_or,not_OR
254,R_2g5whwGbLXRQMAj,EN,2,cd,103,no animal,not_or,not_OR
148,R_2pfODLecwOz59n8,EN,2,cd,103,no animal,not_or,not_OR
281,R_8ksOgEe2JwPKVrz,EN,2,cd,103,no animal,not_or,not_OR
271,R_3rv9frRrx2rAQLH,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
285,R_8r0VyWgHhTuCiTy,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
236,R_8PhV3Nn3G0NQ12y,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
198,R_3Jf78X65eCrskU1,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
153,R_8lzQSa6Jvtnw4YE,EN,2,ed,103,no animal,not_and,not_AND
350,R_2rp6JZMqWaVklEo,EN,2,ed,103,no animal,not_and,not_AND
261,R_2gcgJrwplmAeKRU,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
208,R_7pzcebdRwthZ2u9,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
725,R_8imUim5uwjgIKDb,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
241,R_88Oi0uMzQSTiIDn,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
176,R_20eL2uCiIrJVMFv,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
191,R_30mXK5oBRsn4jYJ,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
215,R_2PAyOi11Jmp7KMV,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
248,R_2Kv9fac9EftO7rx,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
249,R_23gwsVQjIfsw8As,EN,2,ed,103,"animal 1, animal 2",not_and,not_AND
291,R_8YE8nsUHTduv3oO,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
225,R_8CHoZqVKZRPKJCc,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
162,R_2PE8qZ7SuasftPX,EN,2,ed,103,no animal,not_and,not_AND
185,R_8o0YcX0CcRqwK1Z,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
215,R_8QFjEfrJXO0aSGR,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
566,R_20uXATnasWZhaXn,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
221,R_84xa6p7gb4a7JpA,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
1598,R_8whf7RUi0jGz2KZ,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
257,R_85vwPWueXX5lc2k,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
195,R_2fdWQanX1pl1b4n,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
183,R_8ezYVAzp64I4rIV,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
180,R_8lhqK7d1iKwmCnD,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
414,R_88lht4oeb59iqt3,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
247,R_8NU2JEGbHBi930Q,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
193,R_2KGBgVgLsm0N18o,EN,2,ed,103,no animal,not_and,not_AND
198,R_8ikwkjYy1byvVPD,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
226,R_2Hvij4XhanxU8nX,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
251,R_8F20dS76Lo1wVbP,EN,2,ed,103,no animal,not_and,not_AND
267,R_2hyl0d27Ev31kiX,EN,2,ed,103,no animal,not_and,not_AND
280,R_8BsKvukZ1zdhGeZ,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
432,R_2erglBCyQFxUbPa,EN,2,ed,103,no animal,not_and,not_AND
550,R_2GNgZkcD0YUfAly,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
212,R_21aurcddCGXhwRL,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
213,R_8VQ0WlNY0Cbyypr,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
324,R_2pb9bMCjdvUvfLl,EN,2,ed,103,no animal,not_and,not_AND
484,R_2pJKulMu5ZsmNa9,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
366,R_83QfWH15ECtpHtn,EN,2,ed,103,no animal,not_and,not_AND
185,R_8QMNAXJREvAIiKm,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
236,R_2dKSKVODQtY2Idf,EN,2,ed,103,no animal,not_and,not_AND
202,R_8Hho7wZ8oBpTsfa,EN,2,ed,103,no animal,not_and,not_AND
245,R_20dugN2iuMpKeIm,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
262,R_8QGE1rVBQQ8B1zb,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
254,R_2g5whwGbLXRQMAj,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
148,R_2pfODLecwOz59n8,EN,2,ed,103,"animal 1, animal 2",not_and,not_AND
281,R_8ksOgEe2JwPKVrz,EN,2,ed,103,"animal 1, animal 2, no animal",not_and,not_AND
271,R_3rv9frRrx2rAQLH,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
285,R_8r0VyWgHhTuCiTy,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
236,R_8PhV3Nn3G0NQ12y,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
198,R_3Jf78X65eCrskU1,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
153,R_8lzQSa6Jvtnw4YE,EN,2,dc,102,no animal,not_and,not_AND
350,R_2rp6JZMqWaVklEo,EN,2,dc,102,no animal,not_and,not_AND
261,R_2gcgJrwplmAeKRU,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
208,R_7pzcebdRwthZ2u9,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
725,R_8imUim5uwjgIKDb,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
241,R_88Oi0uMzQSTiIDn,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
176,R_20eL2uCiIrJVMFv,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
191,R_30mXK5oBRsn4jYJ,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
215,R_2PAyOi11Jmp7KMV,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
248,R_2Kv9fac9EftO7rx,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
249,R_23gwsVQjIfsw8As,EN,2,dc,102,no animal,not_and,not_AND
291,R_8YE8nsUHTduv3oO,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
225,R_8CHoZqVKZRPKJCc,EN,2,dc,102,no animal,not_and,not_AND
162,R_2PE8qZ7SuasftPX,EN,2,dc,102,no animal,not_and,not_AND
185,R_8o0YcX0CcRqwK1Z,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
215,R_8QFjEfrJXO0aSGR,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
566,R_20uXATnasWZhaXn,EN,2,dc,102,no animal,not_and,not_AND
221,R_84xa6p7gb4a7JpA,EN,2,dc,102,"animal 1, animal 2",not_and,not_AND
1598,R_8whf7RUi0jGz2KZ,EN,2,dc,102,"animal 1, animal 2",not_and,not_AND
257,R_85vwPWueXX5lc2k,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
195,R_2fdWQanX1pl1b4n,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
183,R_8ezYVAzp64I4rIV,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
180,R_8lhqK7d1iKwmCnD,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
414,R_88lht4oeb59iqt3,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
247,R_8NU2JEGbHBi930Q,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
193,R_2KGBgVgLsm0N18o,EN,2,dc,102,no animal,not_and,not_AND
198,R_8ikwkjYy1byvVPD,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
226,R_2Hvij4XhanxU8nX,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
251,R_8F20dS76Lo1wVbP,EN,2,dc,102,no animal,not_and,not_AND
267,R_2hyl0d27Ev31kiX,EN,2,dc,102,no animal,not_and,not_AND
280,R_8BsKvukZ1zdhGeZ,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
432,R_2erglBCyQFxUbPa,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
550,R_2GNgZkcD0YUfAly,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
212,R_21aurcddCGXhwRL,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
213,R_8VQ0WlNY0Cbyypr,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
324,R_2pb9bMCjdvUvfLl,EN,2,dc,102,no animal,not_and,not_AND
484,R_2pJKulMu5ZsmNa9,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
366,R_83QfWH15ECtpHtn,EN,2,dc,102,no animal,not_and,not_AND
185,R_8QMNAXJREvAIiKm,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
236,R_2dKSKVODQtY2Idf,EN,2,dc,102,no animal,not_and,not_AND
202,R_8Hho7wZ8oBpTsfa,EN,2,dc,102,no animal,not_and,not_AND
245,R_20dugN2iuMpKeIm,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
262,R_8QGE1rVBQQ8B1zb,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
254,R_2g5whwGbLXRQMAj,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
148,R_2pfODLecwOz59n8,EN,2,dc,102,"animal 1, animal 2",not_and,not_AND
281,R_8ksOgEe2JwPKVrz,EN,2,dc,102,"animal 1, animal 2, no animal",not_and,not_AND
